logic,type,inputs,coverage,escape_risk,specificity,leak_burden,leak_tissues,n_crit_leak,protease,prot_spec,prot_cov,crit_leak_before,crit_rescued,crit_still_leak,rescue_frac,safety,complexity_penalty,final_score
PRLR OR MUC1,OR,2,0.3698989152908325,0.6301010847091675,,167.13422118894587,Adrenal_Gland;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Breast_Mammary_Tissue;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Pancreas;Prostate;Stomach;Testis;Thyroid;Uterus;Vagina,4.0,,,,,,,,0.3984558942993931,0.05,0.4844
MSLN OR MUC1,OR,2,0.3713110685348511,0.6286889314651489,,168.34487866245195,Adipose_Visceral_Omentum;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Breast_Mammary_Tissue;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Pancreas;Prostate;Stomach;Testis;Thyroid;Uterus;Vagina,4.0,,,,,,,,0.3940985349146465,0.05,0.4839
IGSF3 OR GPR180,OR,2,0.17915761470794678,0.8208423852920532,,48.04814818380489,Cells_Cultured_fibroblasts;Esophagus_Mucosa;Kidney_Cortex;Kidney_Medulla;Minor_Salivary_Gland;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Thyroid;Vagina,2.0,,,,,,,,0.8270666526329034,0.05,0.4837
DSG2 OR MUC1,OR,2,0.41459619998931885,0.5854038000106812,,195.8202357217544,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Breast_Mammary_Tissue;Cells_EBV-transformed_lymphocytes;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Heart_Atrial_Appendage;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pancreas;Prostate;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Testis;Thyroid;Uterus;Vagina,5.0,,,,,,,,0.2952101147367203,0.05,0.4833
DSG2 OR EPHB3,OR,2,0.329888254404068,0.6701117753982544,,142.96855244581286,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Breast_Mammary_Tissue;Cells_EBV-transformed_lymphocytes;Cervix_Ectocervix;Cervix_Endocervix;Colon_Transverse;Esophagus_Mucosa;Fallopian_Tube;Heart_Atrial_Appendage;Kidney_Cortex;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pancreas;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Thyroid;Uterus;Vagina,5.0,,,,,,,,0.4854321908910483,0.05,0.483
FAT1 OR TACSTD2,OR,2,0.42744871973991394,0.5725512504577637,,204.09364318375958,Adipose_Subcutaneous;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Brain_Cerebellum;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pancreas;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Thyroid;Uterus;Vagina,5.0,,,,,,,,0.2654327330764896,0.05,0.483
DSG2 AND OPN3,AND,2,0.10155130922794342,0.8984487056732178,,0.0,,0.0,,,,,,,,1.0,0.05,0.4828
GPR180 AND EPCAM,AND,2,0.10148990899324417,0.8985100984573364,,0.0,,0.0,,,,,,,,1.0,0.05,0.4827
TSPAN14 OR TACSTD2,OR,2,0.40467026829719543,0.595329761505127,,190.2584160459881,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Artery_Coronary;Bladder;Breast_Mammary_Tissue;Cervix_Ectocervix;Cervix_Endocervix;Colon_Transverse;Esophagus_Mucosa;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pancreas;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Spleen;Thyroid;Uterus;Vagina;Whole_Blood,5.0,,,,,,,,0.3152280369738698,0.05,0.4823
BACE2 OR LMBR1,OR,2,0.3562481999397278,0.6437518000602722,,159.89324534344559,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Adrenal_Gland;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cells_EBV-transformed_lymphocytes;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pituitary;Prostate;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Testis;Thyroid;Uterus;Vagina,4.0,,,,,,,,0.4245173813389441,0.05,0.4823
CDH3 OR CD109,OR,2,0.24346117675304413,0.7565388083457947,,89.23957811303137,Adipose_Subcutaneous;Artery_Aorta;Artery_Tibial;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Esophagus_Mucosa;Fallopian_Tube;Lung;Minor_Salivary_Gland;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Spleen;Uterus;Vagina,1.0,,,,,,,,0.6788117847606103,0.05,0.4823
GPR180 OR MET,OR,2,0.18531782925128937,0.8146821856498718,,52.85242232290737,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Kidney_Cortex;Kidney_Medulla;Liver;Minor_Salivary_Gland;Nerve_Tibial;Thyroid,3.0,,,,,,,,0.8097752638916363,0.05,0.4822
DSC2 AND VTCN1,AND,2,0.10736359655857086,0.8926364183425903,,4.044775927932728,Minor_Salivary_Gland,0.0,,,,,,,,0.9854421727578041,0.05,0.4821
DSC2 AND SLC26A2,AND,2,0.11395358294248581,0.8860464096069336,,8.17335495031612,Esophagus_Mucosa;Minor_Salivary_Gland,0.0,,,,,,,,0.9705827241172634,0.05,0.4821
TMEM106B OR MUC1,OR,2,0.41289758682250977,0.5871024131774902,,195.57888284700712,Adrenal_Gland;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Brain_Spinal_cord_cervical_c-1;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pancreas;Prostate;Stomach;Testis;Thyroid;Uterus;Vagina,7.0,,,,,,,,0.2960787842298098,0.05,0.482
CDH3 OR SLC33A1,OR,2,0.2389177680015564,0.7610822319984436,,86.83281938331821,Artery_Aorta;Artery_Coronary;Cells_Cultured_fibroblasts;Cells_EBV-transformed_lymphocytes;Cervix_Ectocervix;Cervix_Endocervix;Esophagus_Mucosa;Fallopian_Tube;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pancreas;Pituitary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Spleen;Thyroid;Uterus;Vagina,1.0,,,,,,,,0.6874741132616402,0.05,0.4815
BACE2 OR LRP6,OR,2,0.34206539392471313,0.6579346060752869,,152.05202720247377,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pituitary;Prostate;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Thyroid;Uterus;Vagina,4.0,,,,,,,,0.45273924111523656,0.05,0.4806
CDCP1 OR SLC33A1,OR,2,0.23549996316432953,0.7645000219345093,,85.53690466026977,Artery_Aorta;Artery_Coronary;Cells_Cultured_fibroblasts;Cells_EBV-transformed_lymphocytes;Cervix_Ectocervix;Cervix_Endocervix;Colon_Transverse;Esophagus_Mucosa;Fallopian_Tube;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pancreas;Pituitary;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Thyroid;Uterus;Vagina,1.0,,,,,,,,0.692138327792901,0.05,0.4802
BACE2 AND TACSTD2,AND,2,0.18632066249847412,0.8136793375015259,,54.95456620260535,Bladder;Breast_Mammary_Tissue;Esophagus_Mucosa;Fallopian_Tube;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Prostate;Skin_Sun_Exposed_Lower_leg;Vagina,2.0,,,,,,,,0.8022092953474842,0.05,0.4798
GPR180 OR SLC37A1,OR,2,0.1901068240404129,0.8098931908607483,,57.505011734861654,Brain_Cerebellum;Cells_Cultured_fibroblasts;Cells_EBV-transformed_lymphocytes;Colon_Transverse;Esophagus_Mucosa;Lung;Minor_Salivary_Gland;Pituitary;Prostate;Small_Intestine_Terminal_Ileum;Testis;Thyroid,2.0,,,,,,,,0.7930298139347292,0.05,0.4795
ADAM12 OR CD109,OR,2,0.19645123183727264,0.8035487532615662,,61.755612949556934,Adipose_Subcutaneous;Artery_Aorta;Artery_Tibial;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Colon_Sigmoid;Esophagus_Mucosa;Lung;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Uterus;Vagina,1.0,,,,,,,,0.7777311869498152,0.05,0.4791
DSG2 AND SLC26A2,AND,2,0.1325570046901703,0.8674429655075073,,22.00586215967257,Colon_Transverse;Esophagus_Mucosa;Minor_Salivary_Gland;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum,0.0,,,,,,,,0.9207972096986289,0.05,0.4786
DSG2 AND PRLR,AND,2,0.09713069349527359,0.9028692841529846,,0.0,,0.0,,,,,,,,1.0,0.05,0.4783
DCBLD1 OR TACSTD2,OR,2,0.3638819456100464,0.6361180543899536,,167.37978928881594,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Bladder;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Esophagus_Mucosa;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Pancreas;Pituitary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Testis;Thyroid;Vagina,4.0,,,,,,,,0.3975720535038092,0.05,0.4779
FAT1 OR TMEM106B,OR,2,0.3480414152145386,0.6519585847854614,,157.76643977532183,Adipose_Subcutaneous;Adrenal_Gland;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Brain_Spinal_cord_cervical_c-1;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Muscularis;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Thyroid;Uterus;Vagina,6.0,,,,,,,,0.43217211143775347,0.05,0.4774
CDH3 OR MUC1,OR,2,0.3838565945625305,0.6161434054374695,,180.29007972511238,Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Breast_Mammary_Tissue;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pancreas;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Spleen;Stomach;Testis;Thyroid;Uterus;Vagina,4.0,,,,,,,,0.35110575199122174,0.05,0.4773
ADAM12 OR LDLRAD4,OR,2,0.1614547073841095,0.8385453224182129,,41.09616629000884,Artery_Aorta;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Brain_Putamen_basal_ganglia;Brain_Spinal_cord_cervical_c-1;Cells_Cultured_fibroblasts,4.0,,,,,,,,0.852088001949646,0.05,0.477
EGFR AND EPCAM,AND,2,0.18437640368938446,0.8156235814094543,,55.4984429699935,Breast_Mammary_Tissue;Colon_Transverse;Esophagus_Mucosa;Kidney_Medulla;Lung;Minor_Salivary_Gland;Prostate;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Thyroid,2.0,,,,,,,,0.8002517916039512,0.05,0.4769
SLC33A1,single,1,0.12997829914093018,0.8700217008590698,0.3887487132040092,52.38802303346662,Artery_Aorta;Artery_Coronary;Cells_Cultured_fibroblasts;Cells_EBV-transformed_lymphocytes;Cervix_Ectocervix;Cervix_Endocervix;Fallopian_Tube;Nerve_Tibial;Ovary;Pancreas;Pituitary;Thyroid;Uterus,1.0,,,,,,,,0.8114467148564201,0.0,0.4768
CDCP1 OR SLC37A1,OR,2,0.20922189950942993,0.7907781004905701,,71.28891078182295,Brain_Cerebellum;Cells_EBV-transformed_lymphocytes;Colon_Transverse;Esophagus_Mucosa;Lung;Minor_Salivary_Gland;Pituitary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Testis;Thyroid;Vagina,2.0,,,,,,,,0.7434192484485738,0.05,0.4766
ATP6V0A2 OR SLC33A1,OR,2,0.17923948168754578,0.8207604885101318,,52.59009422077698,Artery_Aorta;Artery_Coronary;Cells_Cultured_fibroblasts;Cells_EBV-transformed_lymphocytes;Cervix_Ectocervix;Cervix_Endocervix;Fallopian_Tube;Nerve_Tibial;Ovary;Pancreas;Pituitary;Thyroid;Uterus,1.0,,,,,,,,0.810719426747535,0.05,0.4764
CDH3 AND EPCAM,AND,2,0.12070729583501816,0.8792927265167236,,16.091105731556844,Esophagus_Mucosa;Minor_Salivary_Gland;Prostate;Skin_Sun_Exposed_Lower_leg,0.0,,,,,,,,0.9420854105271442,0.05,0.4761
CDCP1 OR LDLRAD4,OR,2,0.2112070620059967,0.7887929677963257,,72.92892953671374,Artery_Aorta;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Brain_Putamen_basal_ganglia;Brain_Spinal_cord_cervical_c-1;Colon_Transverse;Esophagus_Mucosa;Minor_Salivary_Gland;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Thyroid;Vagina,4.0,,,,,,,,0.7375165457691044,0.05,0.4759
PRLR OR PTK7,OR,2,0.29558756947517395,0.7044124603271484,,126.1083431048286,Adipose_Visceral_Omentum;Adrenal_Gland;Bladder;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Esophagus_Mucosa;Fallopian_Tube;Kidney_Medulla;Lung;Minor_Salivary_Gland;Ovary;Pituitary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Spleen;Testis;Thyroid;Uterus;Vagina,2.0,,,,,,,,0.5461149133030051,0.05,0.4754
CDCP1 OR EFNA5,OR,2,0.1772952377796173,0.8227047920227051,,52.213759418871106,Artery_Aorta;Brain_Frontal_Cortex_BA9;Colon_Transverse;Esophagus_Mucosa;Minor_Salivary_Gland;Pituitary;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Thyroid;Vagina,1.0,,,,,,,,0.8120739188452399,0.05,0.4751
DSG2 OR LMBR1,OR,2,0.29681551456451416,0.7031844854354858,,127.29701352201066,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Adrenal_Gland;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cells_EBV-transformed_lymphocytes;Cervix_Ectocervix;Cervix_Endocervix;Colon_Transverse;Esophagus_Mucosa;Fallopian_Tube;Heart_Atrial_Appendage;Kidney_Cortex;Minor_Salivary_Gland;Ovary;Pancreas;Pituitary;Prostate;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Testis;Thyroid;Uterus,5.0,,,,,,,,0.5418366890232019,0.05,0.4748
ATP6V0A2 OR MSLN,OR,2,0.14809054136276245,0.8519094586372375,,34.17768630466383,Adipose_Visceral_Omentum;Cells_EBV-transformed_lymphocytes;Fallopian_Tube;Lung;Minor_Salivary_Gland,1.0,,,,,,,,0.87698877227655,0.05,0.4746
OPN3 OR EFNA4,OR,2,0.22013016045093536,0.7798698544502258,,79.54305558727171,Adrenal_Gland;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Transverse;Esophagus_Mucosa;Fallopian_Tube;Minor_Salivary_Gland;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Spleen;Thyroid;Uterus;Vagina,0.0,,,,,,,,0.7137111963213929,0.05,0.4743
GPR180 OR LMBR1,OR,2,0.18523597717285156,0.8147640228271484,,57.78500716170365,Adrenal_Gland;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Cells_Cultured_fibroblasts;Cells_EBV-transformed_lymphocytes;Cervix_Ectocervix;Cervix_Endocervix;Fallopian_Tube;Ovary;Pituitary;Testis;Thyroid;Uterus,2.0,,,,,,,,0.7920220634127728,0.05,0.4741
SLC26A2 AND VTCN1,AND,2,0.10052801668643951,0.8994719982147217,,5.027800607460321,Minor_Salivary_Gland,0.0,,,,,,,,0.9819041019933521,0.05,0.4736
CDCP1 AND EPCAM,AND,2,0.12932340800762177,0.870676577091217,,23.312375422299027,Colon_Transverse;Esophagus_Mucosa;Minor_Salivary_Gland;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Thyroid,0.0,,,,,,,,0.9160948492450858,0.05,0.4732
TMEM106B AND SLC26A2,AND,2,0.1280340552330017,0.8719659447669983,,22.53934900015321,Adrenal_Gland;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Cells_Cultured_fibroblasts,2.0,,,,,,,,0.9188771010453736,0.05,0.4731
FAT1 AND EPCAM,AND,2,0.17895296216011047,0.8210470676422119,,54.514731914000926,Breast_Mammary_Tissue;Colon_Transverse;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Prostate;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Thyroid,3.0,,,,,,,,0.8037923327524685,0.05,0.473
CDCP1 OR EFNA4,OR,2,0.2131717950105667,0.7868282198905945,,76.19748204122264,Adrenal_Gland;Breast_Mammary_Tissue;Cervix_Ectocervix;Cervix_Endocervix;Colon_Transverse;Esophagus_Mucosa;Fallopian_Tube;Minor_Salivary_Gland;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Spleen;Thyroid;Uterus;Vagina,0.0,,,,,,,,0.7257524768712245,0.05,0.4726
CDH3 OR NETO2,OR,2,0.20672506093978882,0.7932749390602112,,72.15191070721713,Brain_Cerebellar_Hemisphere;Brain_Nucleus_accumbens_basal_ganglia;Cells_EBV-transformed_lymphocytes;Cervix_Ectocervix;Cervix_Endocervix;Esophagus_Mucosa;Fallopian_Tube;Minor_Salivary_Gland;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Spleen;Uterus;Vagina,2.0,,,,,,,,0.7403131669133384,0.05,0.4726
PRLR AND BACE2,AND,2,0.1123572513461113,0.8876427412033081,,13.255423695386664,Cervix_Ectocervix;Cervix_Endocervix;Uterus,0.0,,,,,,,,0.9522915059776437,0.05,0.4723
FAT1 AND VTCN1,AND,2,0.10458024591207504,0.8954197764396667,,8.376181839393068,Breast_Mammary_Tissue;Minor_Salivary_Gland,0.0,,,,,,,,0.9698527161109204,0.05,0.4723
SLC33A1 OR MUC1,OR,2,0.3726208508014679,0.6273791790008545,,177.179879086006,Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cells_EBV-transformed_lymphocytes;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pancreas;Pituitary;Prostate;Stomach;Testis;Thyroid;Uterus;Vagina,4.0,,,,,,,,0.362299885955478,0.05,0.4709
CD109,single,1,0.13847161829471588,0.8615283966064453,0.35444601640747464,61.755612949556934,Adipose_Subcutaneous;Artery_Aorta;Artery_Tibial;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Colon_Sigmoid;Esophagus_Mucosa;Lung;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Uterus;Vagina,1.0,,,,,,,,0.7777311869498152,0.0,0.4702
ATP6V0A2 OR MUC1,OR,2,0.3528304398059845,0.6471695899963379,,165.57531648363096,Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Breast_Mammary_Tissue;Cells_EBV-transformed_lymphocytes;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Pancreas;Prostate;Stomach;Testis;Thyroid;Uterus;Vagina,4.0,,,,,,,,0.4040666539042199,0.05,0.4696
EPHB3 AND EPCAM,AND,2,0.13038761913776398,0.8696123957633972,,26.69783753034872,Colon_Transverse;Esophagus_Mucosa;Minor_Salivary_Gland;Prostate;Skin_Sun_Exposed_Lower_leg;Stomach,0.0,,,,,,,,0.9039100030676668,0.05,0.4688
CD109 OR MUC1,OR,2,0.3795178234577179,0.6204822063446045,,182.78745778563655,Adipose_Subcutaneous;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Pancreas;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Stomach;Testis;Thyroid;Uterus;Vagina,4.0,,,,,,,,0.3421172693134822,0.05,0.4688
DSC2 AND EGFR,AND,2,0.11076091974973679,0.8892390727996826,,14.783848081605385,Esophagus_Mucosa;Minor_Salivary_Gland;Vagina,0.0,,,,,,,,0.9467904501555715,0.05,0.4682
OPN3 OR PTK7,OR,2,0.28179359436035156,0.7182064056396484,,122.09061700657792,Adipose_Visceral_Omentum;Bladder;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Esophagus_Mucosa;Fallopian_Tube;Kidney_Medulla;Lung;Minor_Salivary_Gland;Ovary;Pituitary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Spleen;Testis;Thyroid;Uterus;Vagina,2.0,,,,,,,,0.5605753836694536,0.05,0.468
TMEM106B OR PTK7,OR,2,0.34065327048301697,0.6593466997146606,,159.56841848989734,Adipose_Visceral_Omentum;Adrenal_Gland;Artery_Aorta;Artery_Tibial;Bladder;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Brain_Spinal_cord_cervical_c-1;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Esophagus_Mucosa;Fallopian_Tube;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pituitary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Spleen;Testis;Thyroid;Uterus;Vagina,5.0,,,,,,,,0.4256864876879325,0.05,0.467
DSC2 AND PRLR,AND,2,0.08591543883085251,0.9140845537185669,,0.0,,0.0,,,,,,,,1.0,0.05,0.4669
ATP6V0A2 OR LDLRAD4,OR,2,0.149093359708786,0.8509066104888916,,39.7752903916314,Artery_Aorta;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Brain_Putamen_basal_ganglia;Brain_Spinal_cord_cervical_c-1;Cells_EBV-transformed_lymphocytes,4.0,,,,,,,,0.8568420559391798,0.05,0.4666
IGSF3 OR CDH3,OR,2,0.20688877999782562,0.7931112051010132,,75.97093978157662,Cervix_Ectocervix;Cervix_Endocervix;Esophagus_Mucosa;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Minor_Salivary_Gland;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Spleen;Thyroid;Uterus;Vagina,2.0,,,,,,,,0.7265678404754745,0.05,0.4666
EGFR AND VTCN1,AND,2,0.10114198923110962,0.8988580107688904,,9.793192903050974,Breast_Mammary_Tissue;Minor_Salivary_Gland,0.0,,,,,,,,0.9647526555309132,0.05,0.4665
GPR180 OR DCBLD1,OR,2,0.15695223212242126,0.8430477380752563,,44.79175089191442,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Lung;Pituitary;Small_Intestine_Terminal_Ileum;Testis;Thyroid,1.0,,,,,,,,0.8387869728810327,0.05,0.4664
